1	75134989	75135730	0.11	-0.137999	49	2.7e-06	4e-06	0.081034	0.21903
1	77888696	77888988	1	-0.653787	1	0.67	1	0.079546	0.73333
1	78045893	78046477	1	-0.192873	49	0.00017	0.00014	0.028215	0.22109
1	78490939	78491831	0.012	-0.147993	50	2.7e-07	4.1e-07	0.021674	0.16967
1	79006596	79006852	1	-0.592138	1	0.67	1	0.13514	0.72727
1	83860584	83861155	0.00014	0.361502	44	7.2e-11	4.9e-09	0.41913	0.05763
1	85616017	85616350	0.52	-0.544416	20	1.6e-08	1.9e-05	0.25016	0.79458
1	86156615	86157188	1	-0.366059	22	1.9e-06	5.7e-05	0.16498	0.53104
1	87151470	87151734	1	-0.197010	14	0.04	0.0048	0.4563	0.65331
1	87152009	87152303	0.39	-0.338217	19	1.3e-06	1.4e-05	0.085999	0.42422
1	87331699	87332201	1	-0.142736	16	1.8e-05	0.00019	0.0062985	0.14903
1	87335152	87335549	1	-0.140272	1	0.67	1	0.15385	0.29412
1	89763185	89763614	1	-0.158674	30	0.024	0.012	0.017252	0.17593
1	90710847	90711144	1	-0.173495	27	0.0022	0.00078	0.071302	0.2448
1	90719599	90720020	0.12	-0.312652	32	1.8e-07	4.2e-06	0.16466	0.47731
1	90723582	90723843	0.6	-0.400061	19	1.5e-07	2.1e-05	0.12897	0.52903
1	90716540	90718983	3.1e-13	-0.192652	170	9.9e-14	1.1e-17	0.10525	0.29791
1	90724932	90727247	4.9e-08	-0.180904	115	4.3e-14	1.8e-12	0.12822	0.30912
1	90850692	90851833	0.22	-0.244831	38	1.3e-05	7.7e-06	0.025428	0.27026
1	91404319	91404833	1	-1.000000	1	0.67	1	0	1
1	92480309	92487052	4.1e-09	-0.197015	294	2.9e-10	1.5e-13	0.089545	0.28656
1	98045410	98046154	1	-0.483606	1	0.67	1	0.016393	0.5
1	100539012	100540329	1	-0.104946	98	0.18	0.025	0.021002	0.12595
1	106080771	106081232	7.4e-05	-0.497636	28	1.2e-10	2.6e-09	0.13193	0.62956
1	107141044	107141841	1	0.238889	1	0.67	1	0.35	0.11111
1	107480610	107480820	1	-0.181279	22	0.0026	0.0017	0.12972	0.311
1	108421127	108421669	1	1.000000	1	0.67	1	1	0
1	109281691	109281904	1	-0.134644	3	0.71	0.32	0.76536	0.9
1	109643339	109643542	1	0.227496	1	0.67	1	0.76596	0.53846
1	110083906	110084862	0.00054	-0.110780	74	3.6e-07	1.9e-08	0.063982	0.17476
1	110130188	110130717	0.89	-0.208918	38	1.2e-07	3.2e-05	0.10531	0.31423
1	110067643	110070681	1e-20	-0.292772	222	4.5e-14	3.6e-25	0.26272	0.55549
1	110150366	110151642	2.3e-17	-0.250080	119	4.5e-14	8.2e-22	0.037924	0.288
1	110209634	110212172	0.24	-0.125457	211	0.0026	8.7e-06	0.073478	0.19894
1	110673622	110675675	6.8e-06	-0.170227	176	6.3e-08	2.4e-10	0.18984	0.36007
1	111270789	111271231	0.041	-0.368662	15	5.5e-07	1.5e-06	0.078115	0.44678
1	111515562	111515968	6.9e-06	-0.533336	32	2.4e-13	2.5e-10	0.11013	0.64346
1	112508191	112509679	1	-0.127081	62	0.00043	4.1e-05	0.1857	0.31279
1	112722951	112723165	1	-0.606659	4	0.004	0.00061	0.018341	0.625
1	112743704	112744550	1.4e-08	-0.208299	81	7e-14	5.1e-13	0.061728	0.27003
1	114154264	114154563	0.15	-0.255653	20	8.2e-08	5.3e-06	0.03126	0.28691
1	114152514	114154050	7.5e-10	-0.177517	117	4e-14	2.7e-14	0.0089805	0.1865
1	114854827	114855321	0.071	-0.291291	32	1.2e-06	2.5e-06	0.36778	0.65907
1	115337546	115338711	2.1e-14	-0.199141	70	4.4e-14	7.6e-19	0.050558	0.2497
1	116167536	116167925	1	-0.280351	23	0.015	0.022	0.39971	0.68007
1	118185193	118185474	1	0.136982	17	0.022	0.068	0.23534	0.098358
1	118979762	118980015	0.11	-0.248465	40	0.0001	3.9e-06	0.41174	0.66021
